Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_surviving_1_subtitle,,Quest Info,Reordered,"Boiling Water",,,,
quest_surviving_1_offer,,Quest Info,Reordered,"As a survivor your first priority is going to be food and water - well, food isn't TOO hard to find, but water is definitely going to be difficult. You can boil water to get most of the impurities out, but it's still not 100% safe. Best make sure you keep vitamins handy to remove any nasty dysentery.",,,,



quest_smelting_1,,Quest Info,Reordered,"The Quest for the Forge (1/8)",,,,
quest_smelting_1_subtitle,,Quest Info,Reordered,"The Firepit",,,,
quest_smelting_1_offer,,Quest Info,Reordered,"Before you are able to construct a forge hot enough to smelt iron, you will need to make do with a firepit. It's almost as simple to make as a campfire... Almost. Whilist it can't melt iron and is quite inefficient, you can use it to smelt down that scrap copper you find in the world...",,,,

quest_smelting_2,,Quest Info,Reordered,"The Quest for the Forge (2/8)",,,,
quest_smelting_2_subtitle,,Quest Info,Reordered,"Blowing Hot Air",,,,
quest_smelting_2_offer,,Quest Info,Reordered,"In order for the firepit to reach maximum temperature you will need to get yourself a set of bellows to use with it. But, before you can do that you'll need to scavenge for a few items first. Making leather from scraps or hides is very difficult at this point, so perhaps you could trade for some instead, or use a workbench to patch up those strips you find, if you were lucky enough to find one...",,,,

quest_smelting_3,,Quest Info,Reordered,"The Quest for the Forge (3/8)",,,,
quest_smelting_3_subtitle,,Quest Info,Reordered,"Hot Coals",,,,
quest_smelting_3_offer,,Quest Info,Reordered,"Now that you've got a firepit and bellows, you can turn those wood logs you've been collecting into charcoal. Charcoal is a much better fuel source than the logs, and can be used in other things.",,,,

quest_smelting_4,,Quest Info,Reordered,"The Quest for the Forge (4/8)",,,,
quest_smelting_4_subtitle,,Quest Info,Reordered,"Metal Forming",,,,
quest_smelting_4_offer,,Quest Info,Reordered,"You have a firepit and a hot enough temperature to smelt copper now, but no way to form it into ingots. You will need to first find an ingot in the world and form some clay around it to get a basic shape. Try taking apart safes, munitions boxes and other things, or seek out a welding torch for increased harvest.",,,,

quest_smelting_5,,Quest Info,Reordered,"The Quest for the Forge (5/8)",,,,
quest_smelting_5_subtitle,,Quest Info,Reordered,"Copper!",,,,
quest_smelting_5_offer,,Quest Info,Reordered,"Now you have an ingot mold ready to accept molten metal, you'll need to get yourself some scraps to melt down. Scrap copper can be found in junk or taking cars and certain electrical devices apart.",,,,

quest_smelting_6,,Quest Info,Reordered,"The Quest for the Forge (6/8)",,,,
quest_smelting_6_subtitle,,Quest Info,Reordered,"A Work of Art",,,,
quest_smelting_6_offer,,Quest Info,Reordered,"To make a forge you need to get yourself some cobblestone. But you need a forge to make it. So we have a catch-22. But, you can make a chisel and use it on brick blocks to get yourself some cobblestone back...",,,,

quest_smelting_7,,Quest Info,Reordered,"The Quest for the Forge (7/8)",,,,
quest_smelting_7_subtitle,,Quest Info,Reordered,"Getting Materials",,,,
quest_smelting_7_offer,,Quest Info,Reordered,"You now have all the things necessary to get materials for the forge. So, time to go out and get them! Whilst you're out there, see if you can get a forging recipe book as well, since you will need this to make the forge. However if you're not so lucky you can buy the perk.",,,,

quest_smelting_8,,Quest Info,Reordered,"The Quest for the Forge (8/8)",,,,
quest_smelting_8_subtitle,,Quest Info,Reordered,"Upgrades!",,,,
quest_smelting_8_offer,,Quest Info,Reordered,"Now that you have the materials for the forge, time to craft and place it down! Forget about that old firepit, now you can use the forge instead. Though you may want to keep the firepit for charcoal...",,,,


quest_survivalism_1,,Quest Info,Reordered,"Surviving the Wilds (1/4)",,,,
quest_survivalism_1_subtitle,,Quest Info,Reordered,"Water Filtering",,,,
quest_survivalism_1_offer,,Quest Info,Reordered,"Now that you can make charcoal, you can actually use it for more than just fuel! One such use is the filtration of water from the river. Time to make a water filter.",,,,

quest_survivalism_2,,Quest Info,Reordered,"Surviving the Wilds (2/4)",,,,
quest_survivalism_2_subtitle,,Quest Info,Reordered,"Drinkable Water on Demand",,,,
quest_survivalism_2_offer,,Quest Info,Reordered,"So you've made some water filters, all you need to do now is grab some jars and fill it with some river water. Then, craft these murky water jars with your water filter (you will need to make more!) and presto, clean water!",,,,

quest_survivalism_3,,Quest Info,Reordered,"Surviving the Wilds (3/4)",,,,
quest_survivalism_3_subtitle,,Quest Info,Reordered,"A Waterskin! (1/2)",,,,
quest_survivalism_3_offer,,Quest Info,Reordered,"Now you can make water filters, it's time to see if you can make yourself a waterskin to carry around greater quantities of water with you. All you need are some animal hides, and a bit of leather and fibers to tie the filter to the neck...",,,,

quest_survivalism_4,,Quest Info,Reordered,"Surviving the Wilds (4/4)",,,,
quest_survivalism_4_subtitle,,Quest Info,Reordered,"A Waterskin! (1/2)",,,,
quest_survivalism_4_offer,,Quest Info,Reordered,"Now that you have a waterskin, you can go fill it up at your nearby water source! You can drink from a waterskin up to 10 times. Left clicking whilst the waterskin is partially filled will refill it completely. Go fill her up!",,,,





quest_workstationremoval_1,,Quest Info,Reordered,"The Trader's List (1/4)",,,,
quest_workstationremoval_1_subtitle,,Quest Info,Reordered,"Gather Building Supplies",,,,
quest_workstationremoval_1_offer,,Quest Info,Reordered,"Well now, thank god someone found me out here. This place has fallen into a bit of disrepair thanks to those smelly undead bastards outside my walls... Could you help me by getting some stuff to repair the walls? If so, I think I got some more jobs for you, and I'll pay you good, too.",,,,

quest_workstationremoval_2,,Quest Info,Reordered,"The Trader's List (1/4)",,,,
quest_workstationremoval_2_subtitle,,Quest Info,Reordered,"Return for more jobs",,,,
quest_workstationremoval_2_offer,,Quest Info,Reordered,"Well now, looks like you got everything I needed to get this place fixed up. Come back for more jobs, I got just the job for you.",,,,

quest_workstationremoval_3,,Quest Info,Reordered,"The Trader's List (2/4)",,,,
quest_workstationremoval_3_subtitle,,Quest Info,Reordered,"Gather Food and Meds",,,,
quest_workstationremoval_3_offer,,Quest Info,Reordered,"Well now, these walls are fixed up, but my belly sure ain't! We're running low on food and medical supplies, and walls ain't no good if we can't eat! If you could scavenge for some good meat and meds, I think it may see us through another week of this hell.",,,,

quest_workstationremoval_4,,Quest Info,Reordered,"The Trader's List (2/4)",,,,
quest_workstationremoval_4_subtitle,,Quest Info,Reordered,"Return for more jobs",,,,
quest_workstationremoval_4_offer,,Quest Info,Reordered,"Damn, that's some mighty fine meat you got there! This should see the settlement through for a while. Come back for more work and I got a nice stash of cash waitin' for you.",,,,

quest_workstationremoval_5,,Quest Info,Reordered,"The Trader's List (3/4)",,,,
quest_workstationremoval_5_subtitle,,Quest Info,Reordered,"Gather weapons and ammo",,,,
quest_workstationremoval_5_offer,,Quest Info,Reordered,"We got walls, we got food, all we need now is something to keep those bastards away. I remember when the army bailed, some of them left weapons behind... Could you gather some for us?",,,,

quest_workstationremoval_6,,Quest Info,Reordered,"The Trader's List (3/4)",,,,
quest_workstationremoval_6_subtitle,,Quest Info,Reordered,"Return for more jobs",,,,
quest_workstationremoval_6_offer,,Quest Info,Reordered,"This stuff should keep us protected for a while now. But, we got some bigger problems. Get your ass back here pronto!",,,,

quest_workstationremoval_7,,Quest Info,Reordered,"The Trader's List (4/4)",,,,
quest_workstationremoval_7_subtitle,,Quest Info,Reordered,"Herd Security",,,,
quest_workstationremoval_7_offer,,Quest Info,Reordered,"There are more of those smelly undead bastards out there than ever before. Seems the longer we stay here, the more of them come lookin'. I think it's time for a clean up on aisle 3.",,,,

quest_workstationremoval_8,,Quest Info,Reordered,"The Trader's List (4/4)",,,,
quest_workstationremoval_8_subtitle,,Quest Info,Reordered,"Collect your Reward",,,,
quest_workstationremoval_8_offer,,Quest Info,Reordered,"I'll be damned to a pole and cover me with honey, you did it! Damn, you're some hot shit! I got somethin' special waitin' here for you, come back and get it.",,,,

quest_ovenupgrade_1,,Quest Info,Reordered,"Bun in the Oven",,,,
quest_ovenupgrade_1_subtitle,,Quest Info,Reordered,"Gather farming supplies",,,,
quest_ovenupgrade_1_offer,,Quest Info,Reordered,"It's such a shame that food is so scarce since the apocalypse came to be. But, through some good old hard farming, I'm sure we could feed the masses once again. If you gather a lot of farm produce, I'll trade you for some cooked pies, coffee, and I've even got a spare oven upgrade kit back here somewhere.\n\nSylv",,,,

quest_workbenchupgrade_1,,Quest Info,Reordered,"The Benchmark Brothers",,,,
quest_workbenchupgrade_1_subtitle,,Quest Info,Reordered,"Gather Bits and Bobs",,,,
quest_workbenchupgrade_1_offer,,Quest Info,Reordered,"Damn those pesky bastard dead goons! Every time I try and leave my garage to go out and scavenge for spare parts, those buggers are onto me faster than a moth to a flame. You look like you got some zombie killing under your belt... Fancy grabbing some bits and bobs? I got a great engine, battery, and even a spare upgrade kit for a workbench if you bring me what I need.\n\nWise Free",,,,

quest_sinkupgrade_1,,Quest Info,Reordered,"Sink It!",,,,
quest_sinkupgrade_1_subtitle,,Quest Info,Reordered,"Gather Boiler Parts",,,,
quest_sinkupgrade_1_offer,,Quest Info,Reordered,"Access to clean water is great and all, but damn do I miss having hot water. I haven't had a nice warm bath in god knows how long. But, I don't want to get off this roof, because of all the zombies outside. I am pretty good at mechanical stuff, and could probably make a boiler if you could go get me some parts? I have a mining helmet, a great wrench and even a sink upgrade kit for you.\n\nTamara",,,,

quest_penetrationtester_1,,Quest Info,Reordered,"The Penetration Tester",,,,
quest_penetrationtester_1_subtitle,,Quest Info,Reordered,"Find the Official Penetration Tester ID card.",,,,
quest_penetrationtester_1_offer,,Quest Info,Reordered,"Rumour has it that there is a zombie, more powerful yet more unsuspecting than any of the others. They call him... The Penetration Tester. I don't know where and when you find him, or even if you can kill it. But, if you can bring me back his official ID card as proof that you killed it, I've got a nice schematic for an upgraded forge for you.",,,,








requirementGroupKnife1,,Requirement Group,KgNone,"Holding a Stone Knife, Bone Shiv, Scrap Knife, or Hunting Knife",,,,
requirementGroupBlunt1,,Requirement Group,KgNone,"Holding a Wooden or Iron Reinforced Club",,,,
requirementGroupBlunt2,,Requirement Group,KgNone,"Holding a Spiked Club or Sledgehammer",,,,
requirementGroupBows0,,Requirement Group,KgNone,"Holding a Wooden Bow",,,,
requirementGroupBows1,,Requirement Group,KgNone,"Holding a Compound Bow or Crossbow",,,,
requirementGroupShotguns1,,Requirement Group,KgNone,"Holding any kind of Shotgun",,,,
requirementGroupPistols0,,Requirement Group,KgNone,"Holding a Pistol",,,,
requirementGroupPistols1,,Requirement Group,KgNone,"Holding a Pistol or 44 Magnum",,,,
requirementGroupRifles0,,Requirement Group,KgNone,"Holding a Hunting Rifle",,,,
requirementGroupRifles1,,Requirement Group,KgNone,"Holding a Hunting Rifle or Sniper Rifle",,,,
requirementGroupAxes1,,Requirement Group,KgNone,"Holding any Fireaxe",,,,



survivalTip,,Popup Tip,EnChanged,"In order for you to stay healthy and gain much wellness, you will need to consume fruit, veggies, meat, grains and dairy foods. You will need to make sure you don't become deficient in any of these groups otherwise you'll start to become lethargic and sluggish. But, maintaining a good balance will give you wellness over time.",,,,

poopingTip,,Popup Tip,EnChanged,"As you eat, you may find that your digestive system catches up with you. If you ever feel the need to answer a call of nature, a toilet should come in very handy.",,,,
















